amplitude_damping_gamma,backend,basis_gates,case_id,depolarizing_p,execution_resources,logical_resources,model,n_qubits,noise_kind,noise_parameter,optimization_level,regime_metrics,runtime_breakdown_seconds,runtime_seconds,seed,shots,simulation_method,status,test_dates,test_mae,test_n_obs,test_qlike,test_r2,test_rmse,topology,val_mae,val_n_obs,val_qlike,val_r2,val_rmse,validation_dates
,qiskit_aer.AerSimulator,"[""id"", ""rx"", ""ry"", ""rzz"", ""cx""]",n5_seed42_shots256_ring_noiseless_shots_none,,"{""circuits"": 2593, ""shots_per_circuit"": 256, ""total_shots"": 663808, ""transpiled_depth_max"": 17, ""transpiled_depth_mean"": 17.0, ""transpiled_operation_totals"": {""measure"": 12965, ""rx"": 51860, ""ry"": 12965, ""rzz"": 51860}}","{""encoding_ry"": 5, ""feedback_ry"": 3, ""interaction_edges"": 5, ""logical_gates"": 48, ""measurements"": 5, ""n_classical_bits"": 5, ""n_observables"": 15, ""n_qubits"": 5, ""rx"": 20, ""rzz"": 20, ""single_qubit_gates"": 28, ""topology"": ""ring"", ""total_operations"": 53, ""trotter_steps"": 4, ""two_qubit_gates"": 20}",OnionQRC-shot-noise,5,noiseless_shots,,1,"{""test"": {""accuracy"": 0.7583547557840618, ""balanced_accuracy"": 0.6247555253372281, ""confusion_matrix"": [[240, 22, 17], [24, 27, 10], [10, 11, 28]], ""labels"": [0, 1, 2], ""macro_f1"": 0.6175784323080066, ""macro_precision"": 0.6116677726166777, ""macro_recall"": 0.6247555253372281, ""support"": [279, 61, 49]}, ""validation"": {""accuracy"": 0.6606683804627249, ""balanced_accuracy"": 0.5797775720133376, ""confusion_matrix"": [[195, 25, 6], [68, 30, 12], [12, 9, 32]], ""labels"": [0, 1, 2], ""macro_f1"": 0.5815433077601074, ""macro_precision"": 0.6059469696969697, ""macro_recall"": 0.5797775720133376, ""support"": [226, 110, 53]}}","{""circuit_build"": 1.2800290000523091, ""execution"": 7.419852799959699, ""observable_extraction"": 0.35744229999727395, ""total"": 19.32518180000079, ""transpilation"": 9.47212049999871}",22.13340260000041,42,256,automatic,ok,"{""end"": ""2017-06-28 00:00:00"", ""start"": ""2015-12-11 00:00:00""}",0.29427202212449416,389,0.0628259038521216,0.6213995143661938,0.36074784629350626,ring,0.2634118365864849,389,0.06246584960128649,0.5617025435279929,0.34348096233104686,"{""end"": ""2015-12-10 00:00:00"", ""start"": ""2014-05-29 00:00:00""}"
